TweetID,Tweet1,Type1,Tweet2,Type2,Tweet3,Type3,Tweet4,Type4,Tweet5,Type5,Tweet6,Type6,Tweet7,Type7,Tweet8,Type8,Tweet9,Type9,Tweet10,Type10,Rated,P1,C1,P2,C2,P3,C3,P4,C4,P5,C5
GuntherEagleman,"Why am I backing President Donald J. Trump in 2024 for the Presidency of the United States of America? Because the Democrats, RINO's, Big Pharma, Legacy Media, and Elites are ALL against him. I PROUDLY stand with Donald Trump as we move to Take America Back in 2024! #Trump2024",retweet,"Anyone in Congress wearing a Ukraine flag on their suit is disgraceful... We are Americans, not Ukrainians.",tweet,I was laughing hard that you said Trump isnt a conservative... That was the fucking dumbest shit I read on Twitter this morning....,reply,Our kids are still recovering from COVID learning losses. Americans are still suffering from “COVID” inflationary spending. The lab leak “theory” is turning out to be more of a fact every day. Big Government is not our friend &amp; Real America knows it.,retweet,"Americans in East Palestine, OH are getting federal assistance… All it took was an announcement from Donald Trump…",tweet,"I see National Day of Hate is trending... So I confess, I fucking hate liberals and those who voted for Joe Biden.",tweet,Democrats cheated… Trump won 2020!,tweet,Biden and the Democrats are lying fucks... All of them.,tweet,Good morning to everyone who supports Donald Trump as the Republican Party nominee in 2024… Happy Sunday!,tweet,Mitch McConnell is NOT a RINO or a Conservative... He is a fucking Ukrainian Democrat,tweet,0,,,,,,,,,,
imadmf,"The government is paying $2,125/month in refugee benefits to refugees resettled in the United States Meanwhile, Social Security recipients who have paid into the system their whole live receive $1,400/month on average Will Biden ever put Americans first?",retweet,"It's Trump's fault, he shouldn't have told the truth, because it forced everyone who lies about Trump for a living to lie about the Virus. They lied about the Virus, so they had to lie about the election, and the vaccines. Trump should have known they'd lie.",quote,"WATCH: @Timcast says he's voting for Trump in 2024. ""With the East Palestine stuff, with seeing Joe Biden go to…",retweet,"Tim Pool: “After this week, I’m voting for Trump. Trump’s a CEO, DeSantis is a COO”",retweet,"Just in case you were wondering why Biden and Buttigieg are ignoring the toxic chemical spill in East Palestine, Ohio Columbiana County voted 71.7% for Trump in 2020",retweet,Remember when the democrats blew up the republican side of the capital...with an actual bomb.,retweet,Holy Shlit - Trump just publicly confirmed the US State Dept was behind the Maidan Uprising in Ukraine,retweet,This is BULLSHIT. RNC wants to do this so they can rig polls against Trump and then try to deny him the opportunity…,retweet,"Trump was calling out Jeffrey Epstein, the Clintons, Prince Andrew and Epstein’s “cesspool” island long before he became president. Funny how so many people conveniently ignore this fact!",retweet,Tucker asks the right question. How DID Joe Biden get 15 million more votes than Obama? Was it a miracle? Seems es…,retweet,0,,,,,,,,,,
johntieso,"Newsom of CA has been a complete train wreck in his state, and now he thinks he can be President. He better hope the Socialist Democrats and Biden trash the country enough that people give up caring and he could get elected.",tweet,"Part of the Socialist-Marxist Philosophy First, break the current political system. Second, get the people under subservient control. Third, create new laws that ensure continued subservience. Under the Socialist Democrats since Obama, we are well on our way.",quote,@JoeBiden All you are seeing here is more and more evidence that the socialist democrat Biden and his fellow socialist democrats are coming out with their REAL intentions in the US. Time to vote this crap out of their offices,reply,"(4) if we want our constitutional republic and our democratic rights to survive, we need to start identifying these cancers across the Nation, take action to vote them out, stamp out their extreme liberal/socialist views, and get back to the REAL AMERICA.",reply,The socialist democrat political plan. Right out of Karl Marx AMERICA DESERVES BETTER THAN COMMUNISM,tweet,"Easy, it's all Trump's fault. Biden was forced to eliminate every Trump executive order that kept the economy humming - out of hatred for Trump. The result was a disaster, but still Trump's fault because political hatred forced Biden to act.",quote,"Sure did, but trying to convince the socialist democrats bent on destroying Trump is simply not possible. Worse, the socialists are still apparently twisting the Twitter leftists' arms to make this difficult for conservatives, regardless of what may think or order.",quote,"If the socialist democrats have their way, they will take your guns -- if you, the American people, act like sheep and let them. On to communism after the seizures.",quote,"According to @POTUS's people, everything is Trump's fault with the rush to leave the WH after the disastrous Obama-Biden Administration ended.",quote,How long will the American Public let the Socialist Democrats transform the country into a Marxism/Communism disaster?? Listen to @JoeBiden tonight and tell me I am wrong,tweet,0,,,,,,,,,,
lovetocook12345,2/2 G. GA Governor Brian “Wimpy” Kempy. H. Congress. I. Old Crow Mitch “T J. Moon landing. K. The witch hunts against President Trump. L. The witch hunts against me. M. The Bribes inauguration. N. The 2020 “election.” O. FFlynn. P. Kylie Rittenhouse. Q. ALL OF THE ABOVE.,reply,"1/2 Please note, he only controls the Petro Dollars that but the Tanks from his bosses, but Trump , the CIC controls the men and women who are our military.. zero American Soldiers have gone to Ukraine, except those who are quirking “FOR” Biden.",quote,"No, they have already done that and they’re shifting the blame to Republicans.. I Guarantee they will find a way to blame Trump.. and he’s not the Resident POTUS!",quote,Interesting how Biden’s pic is still not on the Presidents list.. Bit Trumps says 2017-🤔🤔,tweet,"They as in both FBI and Antifa are extreme militant arms of the Democratic Party. “The Democratic Party” is in fact, an extreme terroristic militant political faction of the Deep State/Cabal/Illuminati.",quote,BREAKING: General Mattis Says He “HAD NO KNOWLEDGE OF CCP BALLOON” Flying Over US During His Watch as Secretary of Defense under Trump – ANOTHER LIE EXPOSED! (VIDEO),tweet,"1/2 Ukraine has been a central hub of deep state activity for years and they never even tried to hide it. Soros took over the country in a color revolution and then he bragged about it. Pelosi, Romney, McCain, Biden, and Soros all have deep ties to",tweet,"But who is the Commander in Chief.. it is NOT automatically given to the sitting potus.. that seat, CIC , is an elected seat chosen by the Joint Chiefs of Staff. On 01/20/2021, at 12:00pm, Donald J Trump was sworn into office has CIC at the pentagon in a private service.",quote,"And “We the People” only wanted $8,000,000,000 to build a wall! A mere 4% of what we’re spending to save another country! Does the Biden have the will of the people on his mind? Hell no!",quote,"@POTUS MISLEADING CONTENT: Republicans are seeking to ban federal income tax for all Americans, including the middle and lower class and replace it with a national sales tax.",retweet,0,,,,,,,,,,
Ariyanaaganee,"If y’all really want to talk about colorism, it goes beyond who got made fun of as a kid. Research shows that colorism affects whether you end up in jail. Folks think this is just about beauty standards and dating preferences. It has real social consequences.",retweet,"#CAUToday: CAU’s Department of African American Studies, Africana Women’s Studies, and History held a special #BHM event featuring American stand-up comedian and actress discussing the importance of uplifting Black women, protecting their mental health, and",retweet,"📆 Happening tomorrow! The Center for Women, Gender, and Global Leadership virtually welcomes Dr. Kizzmekia S. Corbett to discuss her groundbreaking research, global public health, and the status of black women in health. 🗞:",retweet,"If you are a Hurricane Ida evacuee in Atlanta, we are located at College Park Fire Station #3. It’s straight across from Country Inn &amp; Suites. We have food, water, clothes, hygiene products, etc. Supplies are limited but we’ll be here until they run out!‼️🆘📢",retweet,"Speaking of whether or not Ruth Negga can ""pass"" in 's PASSING film, Ebony magazine rolled out a quiz in April 1952 that asked, ""WHICH ONE IS NEGRO? WHICH IS WHITE?"" How many can you guess correctly? (And yes, I have the answer key lol).",retweet,Our first general body meeting will be this week we look forward to seeing you soon!! 💙♻️🌎 This will be a hybrid meeting so if you cannot join us in person feel free to join us via zoom! Please dm us for the zoom link! 💙💙 see you there!,retweet,"I'm looking for HBCU students or former students in the Atlanta area that are 25 years old or younger, who would like to appear on camera and share their experiences as HBCU students. They must be available on the morning/afternoon of September 29th. Let me know...",retweet,"I am so proud to announce that I have been named a 2021 White House HBCU Competitiveness Scholar. To be honored by the White House and the U.S. Department of Education is an honor that I don’t take lightly, and I’m grateful to represent my University in this prestigious way🙏🏽💙.",retweet,"The Journalism, Sports, Culture and Social Justice program at Morehouse College, is exploring diversity outside the realm of sports. The program features an updated curriculum of preparing students to work in the modernized, 21st century model!",retweet,"The good thing about living life, is that you can reset, reinvent and rebrand as many times as you want to. If who you are today is no longer working, change until you get it right. Life has no manual, you call the shots.",retweet,0,,,,,,,,,,
DariusFromATL,Trump rejected the stimulus plan until after the election ?,tweet,BREAKING: Joe Biden elected the next President of the United States. Kamala Harris elected the first female Vice President. @CNN projection. #Election2020.,retweet,Trump said he’d date his daughter if she wasn’t his daughter. And that’s how he won Alabama.,retweet,Look i definitely don’t fw Trump but i don’t fw Biden either bro,tweet,"At the end of the day, no matter what the outcome is for this #2020Election here is how our area feels about Trump 🇺🇸🤷‍♂️🇺🇸",retweet,Detroit niggas ain’t even vote White hispanics voting for trumps States losing they ballots .... im going to sleep,tweet,Like this if you voting for trump 😁 So i can get you tf outta here 🖕🏽,tweet,New trump pack in the air it’s gas or what 👀,retweet,Can we get Trump tf outta here ASAP ?,tweet,From what I’m hearing a lot of Democrats used mail in votes that’s likely why some votes got “lost” in transit ... shocker,tweet,0,,,,,,,,,,
blkurbane,"I was really upset that homeless people did not have access to the $1,400 stimulus check. I just found this out. If you are homeless, you can go to a tax return office where they will file something called EIP return. They will put the money on a debit card after. Retweet.!",retweet,"Fourthly, Haiti as a nation is one that is rooted in rebellion, &amp; that spirit runs strong. The country only exists because of rebellion, meaning any time someone does something close to a dictatorship, you’re playing with your life, &amp; unfortunately that was the path he went down",retweet,"I really hate how some artwork is valued over others in the art world. Realism over abstract, celebs over OCs, traditional media/drawing over craft. All of it is valuable and should be recognized as such. Even if it’s not “your cup of tea” you don’t need to slander someone’s work",retweet,having trump as ur avi is an eyesore pls remove it,tweet,"I love how we’re humanizing the black leaders/liberators/artists of the past because we had these notions of how they were purely based on their achievements yet some of them were just as messy, raunchy, and flawed as we are in the present 😭",tweet,White men killed… 55M Native Americans 60M Africans and their descendants via transatlantic slave trade/slavery/lynching 2M in the Civil War 37M in World War I 85M in World War II 1M in Iraq and Afghanistan …but always talking about Black on Black violence.,retweet,FINE PRINT Re: Biden's new Student Loan Forgiveness Plan 1. This is the final extension to the student loan repayment pause - with payments resuming in January 2023. 1/,retweet,Everyday I log on here &amp; just see ppl unleashing unchecked mental illness &amp; negative energy. Like y’all don’t get tired of being unhappy &amp; nasty? Do y’all only use the internet as a way to let out your pent up frustrations that you’re too shy to vocalize in public or sumn?,retweet,Congrats to republicans on Guns becoming the leading cause of death for children.,retweet,Y’all do realize that your “perfect” person will be flawed right? You do realize that you will have to have patience and acceptance even in the best case scenario right…? And that this person will annoy you and have things abt them you don’t like…..right…?!,retweet,0,,,,,,,,,,
iPanamanian,"Here’s the deal: the whole reason McConnell can block $2,000 checks to begin w/ is bc he’s Senate Majority leader. He’ll block clean $2k relief as long as GOP run the Senate. GEORGIA can change that! 🍑 If GA votes Warnock/Ossoff on 1/5, the doors open up for COVID relief. ⤵️",retweet,"18-year-old Jaylen Smith has been elected the mayor of Earle, Arkansas, becoming the youngest Black mayor in the United States",retweet,"The new CDC director says schools can reopen without vaccinating teachers. Now if this was a republican administration, we would be crying foul. WE SHOULD STILL BE CRYING FOUL. Teachers have been left out of reopening plans and these politicians are dropping the ball.",retweet,"We are quickly coming up on the one year anniversary of this photo. As someone who studies suburbia &amp; racial inequality, I feel duty bound to remind y'all of just how insane this story was &amp; became. Never forget that they were honored guests at the Republican National Covention.",retweet,Lmfaooo not Trump and Pence beefing and Pence unfollowed him 😂😂😂😂,retweet,Classes were completely online. During a pandemic. In a semester with no break. In the midsts of the greatest socio-political strife since the 1960s. I believe we all are owed a universal curve on grades.,retweet,"The officer who shot at #JacobBlake 7 times is back on duty after not being charged w/ any wrongdoing. Rusten Sheskey returned from administrative leave on March 31, Kenosha PD says. The DA declined in January to file charges against him. Blake is paralyzed from the waist down.",retweet,"When the $2,000 stimmy reach the Senate desk",retweet,My first resolution in Congress will be to call for the expulsion of the Republican members of Congress who incited this domestic terror attack on the Capitol.,retweet,Aye I just wanted to let y’all know a white American TERRORIST planned and executed a suicide Bombing in Tennessee. His name is Anthony Warner. Das all ✌🏾,retweet,0,,,,,,,,,,
zachdon47,WE ARE PISSED OFF! We have been robbed! This election has been stolen and we the people will not sit back!! THE FIGHT IS NOT OVER! Liberals posed as Trump Supporters and stormed the Capitol to agitate real Trump supporters! But We have the right to be mad though,retweet,"if seatbelts were invented today, I'm convinced there would be legions of conservatives protesting against them",retweet,“ Kodak Black and Lil Wayne both are pardoned by Donald Trump “ Bobby Shrmurda :,retweet,We got 4 years... who going to tell him about the senate and the Supreme Court,quote,Trump supporter gets karma after Talking sh*t to a car full of black teens at a BLM protest,retweet,"Stacey Abrams vows to pay Georgia teachers a minimum of $50,000 if she's elected for governor.",retweet,"There are atleast over a million africans at the bottom of the atlantic oceans. These were not Americans or Brazilians, etc they were yoruba, fulani, Igbos, Mandika men and women who were thrown overboard by european slave traders.",retweet,"Jaylen Smith is the youngest black mayor in the U.S. after winning the election in Earle, Arkansas‼️ He just turned 18 and graduated high school this year 👏",retweet,"Baltimore rapper Young Moose recently won a $300,000 settlement after suing cop who planted crack on him in 2012. Baltimore has paid over $10 million to settle lawsuits due to corrupt police.",retweet,🇺🇸Black American' children are getting into BJJ martial arts.,retweet,0,,,,,,,,,,
Emolclause,"Just as President Biden and Democrats are rebuilding our economy from COVID, Republicans risk tanking our credit rating and sabotaging our economy by threatening default — it's shameful. We will not let them harm veterans and vulnerable Americans with cuts to vital programs! -NP",retweet,Politics isn’t the end goal. The only point of winning elections is to secure freedoms for Americans to live richer lives for ourselves and our families. To not have to think about politics. President Trump did so much that I’m proud of. I’ll always be grateful for the…,retweet,Voices across the country continue to rise for justice and expose the anti-democratic behavior of people in Republican led states. We will not let our democracy die without fighting for every voice. We are in this fight from Memphis to Montana! #LetHerSpeak #Justin4Justice,retweet,"More SANE Gov Sununu(5:58): ""Republicans want someone who can WIN in November of 2024. Donald Trump is a LOSER, he's just not lost once, he lost us House seats in 2018, he lost everything in 2020, we should have 54 U.S. Senators right now...""😳",retweet,"More SANE Gov Sununu(5:58): ""Republicans want someone who can WIN in November of 2024. Donald Trump is a LOSER, he's just not lost once, he lost us House seats in 2018, he lost everything in 2020, we should have 54 U.S. Senators right now...""😳",reply,We have a sacred obligation to care for our veterans — they’ve earned it! House Republicans’ plan fails that duty and breaks their own promises. Democrats will not let Republicans put our veterans' health at risk by delaying their care. -NP #HandsOffVeteransCare,retweet,"Congressional Republicans are holding the economy hostage to cut taxes for the rich. To pay for these giveaways, they'd cut health care, education, and veteran benefits. @POTUS and I will not let this stand.",retweet,Holy shit. Brand new text messages show that Donald Trump’s lawyers &amp; the Trump White House wanted to use stolen voting data in order to overturn both the 2020 election AND the 2021 Senate runoff race in Georgia. This is huge.,retweet,"What a photo. Justin Jones, Justin Pearson, &amp; Gloria Johnson are meeting with President Biden &amp; Vice President Harris right now. Republicans tried silencing them, but they now have a national platform &amp; are at the White House. This is what happens when you mess with young people.",retweet,"Chuck Todd(7:00): ""[@nytimes] believes that Biden hasn't done enough to reassure Americans that he's up to the job...This comes from the NYT, not some right wing blog.""🙄 Does Chuck know that it's the SAME NY Times that ""GIFTED"" us Trump in 2016?😂",reply,0,,,,,,,,,,
TeaPainUSA,Republicans doth protest too much. Maybe they think we forgot that their Republican Senate Campaign Chair Rick Scott has a detailed plan to raise taxes on 40% of Americans and “sunset” Social Security and Medicare — but President Biden remembers. #SOTU,retweet,"NEWS: Former Twitter employees testified that the Trump White House requested a Chrissy Teigen tweet be removed because it called him a ""p*ssy ass b*tch."" Meanwhile, Biden's White House made no removal requests. This is not going well for Republicans.",retweet,"Fox News is criticizing President Biden for not visiting East Palestine yet, despite the fact that neither Trump, nor anyone in his admin, visited the hundreds of deadly derailments caused by the reversal of over 100 Obama-era environmental rules. RT if you agree #FoxLiesKill.",retweet,Tea Pain believes President Biden should welcome the appointment of a Special Counsel. He can seriously put the screws to Trump by publicly cooperatin' on every level includin' personally interviewing with the DOJ. Uncle Joe should treat this as a gift and act accordingly.,tweet,House Republicans have no business putting the fair faith and credit of the United States or the retirement security of American seniors at risk. Democrats will always protect Social Security and Medicare from Republican sabotage. -NP,retweet,"Republicans have tried to portray President Biden as feeble, but his commanding State of the Union performance proved otherwise. When they heckled him, he goaded them into saying SS and Medicare are ""off the table."" It's clear that when #BidenWinsAgain, so does America.",retweet,"As Republicans yelled about deficits and threatened to “balance the budget” on the back of our seniors, Democrats delivered real results — growing our economy, protecting Social Security and Medicare and reducing the deficit from $2.6 to $1.4 trillion. And we’re not done yet! -NP",retweet,Democrats in Congress and President Biden are dedicated to delivering for America's working families: 🔹12 million jobs 🔹Unemployment at a 54-year low 🔹Manufacturing⬆️ 🔹Gas + grocery prices⬇️ 🔹Health costs⬇️ 🔹Cost of seniors' meds on Medicare⬇️ — with more to come! -NP,retweet,"Despite a strong economy, with the lowest unemployment rates in history, Republicans want to blame President Biden for inflation. Their ""solution?"" The same failed, trickle-down economics that squeezes the poor and favors the rich. RT if you agree it's time to #TaxTheRich.",retweet,"Whether you're GOP or DEM, the consequences of Republicans' anti-science, climate change is fake actions will adversely affect all of us for centuries. And still, their voters continue to keep them in power. RT if you agree climate lies are #TheRepublicanCancer for us all.",retweet,0,,,,,,,,,,
TheRickyDavila,Democrat Aaron Rouse won his special election against GQPer Kevin Adams and flipped that Virginia State Senate seat from red to blue. Great news! 💙👏,tweet,"Not enough people are asking why Republicans immediately removed the metal detectors that Speaker Nancy Pelosi put in place after their MAGA terrorists attacked on Jan 6. Instead, the media is worrying about the best diet foods for the new year. Wtf is wrong with this country?",tweet,House Ways and Means Committee have voted to release trump’s tax returns to the public after 7 years of him hiding them and now he’s having a full-on ketchup throwing meltdown on his Truth Social propaganda site. I’ll drink to that. 🤣🍷,tweet,"Aside from pathological lying, money crimes and defrauding voters, MAGA shitbag George Santos also has a picture on one of his social media accounts depicting President Obama and First Lady Michelle Obama as monkeys, making him a racist too. He should be in jail, not Congress.",tweet,"A reminder that as President Biden signs The Respect For Marriage Act which codifies protections for same sex and interracial couples, most fascist Republicans in House and Senate including Moscow Mitch McConnell, who’s in an interracial marriage himself, voted against it.",tweet,"Because only Democrats are vetted, Republicans are allowed to lie about their entire history and get elected into power and only after does media catch wind of it which is bullshit to say the least.",reply,"Unfortunately Joe Manchin isn’t a Democrat, he’s a corrupt asshole who’s bought and paid for by GQPers to block progress so he can continue on with his lifestyle of Maseratis and yachts. He’s a disgrace and that’s a huge reason why Senator Raphael Warnock must be re-elected.",tweet,President Biden is now the first President since FDR to not lose a single Senate seat of his own party.,tweet,"Inflation is something being used to blame President Biden with when it’s really a price gouging scheme done by greedy executives and Republican members of Congress that have been paid off to protect them whilst people suffer. Corporate greed, a tale as old as time.",tweet,"Every MAGA lunatic Republican would be demanding the removal and charges of treason with threats of lynching if President Obama had ever called to terminate the Constitution to be installed back into power, but their orange rapist said it so they are okay with treason now.",retweet,0,,,,,,,,,,
johnpavlovitz,"On the left, Republican Senator Mike Lee feigns outrage during the State of the Union when President Biden suggests that some Republicans want to cut Social Security and Medicare. On the right, Mike Lee says he wants to get rid of Social Security, Medicare, and Medicaid.",retweet,"Donald Trump did not invent any of these present national cancers of violent white nationalism, rampant homophobia/transphobia, and anti-Science conspiracy. What he did, was normalize them and made people proud of their ugliness.",tweet,"Meanwhile, Republicans are condemning socialism, targeting people of color in Congress, attacking a cancer patient's headwear, and banning books... #JobsReport",quote,House Republicans's priorities: 30% sales tax Hunter Biden Ilhan Omar Gas stoves Woke M &amp; Ms AP African American History Socialism CRT What ever happened to fighting inflation?,retweet,"Every Republican elected official needs to be asked and must give an answer: do you support a “national divorce” aka a civil war? One word answer, no misdirect, not “this is what the media always does.” Do you agree with the leader of the party, MTG",retweet,Republicans are livid because The Biden Administration wanted to ensure people would not be harmed with the shooting of the Chinese balloon. Preventing casualties isn’t in the GOP’s mindset. They prefer to manufacture injury.,tweet,"You would hope—though many voted for Trump twice and would so again, even after seeing everything he and his party have done to harm them. It's hard to fathom.",reply,"Biden has turned over every single document willingly. Trump refused for months leading to the FBI searching his house. Trump is guilty, Biden is not.",retweet,".@Jim_Jordan—who hasn’t paid a single *ounce* of attention to the train derailment disaster in Ohio despite being a representative OF THE STATE—is accusing Biden of ignoring the crisis there. Hey Jim, did you know that this crisis was a result of Trump’s ‘historic deregulations’?",retweet,"Where are all of you who said they’d give Garland until last spring, then summer, then after election, then beginning of this year, to indict Trump &amp; accomplices, before you’d begin calling out the DoJ/AG for lack of accountability? What’s your new approximate date this time?",retweet,0,,,,,,,,,,
rmasher2,"President Biden made a powerful, passionate speech last night urging Congress to do something to end the epidemic of mass shootings &amp; gun violence in this country. Democrats will do something. And Republicans will kill it in the Senate. Same as it ever was. #Enough #GunReformNow",tweet,@SpeakerPelosi The House narrowly passed a bill in May that would crack down on price-gouging by oil &amp; gas companies. Speaker Pelosi voted for it. President Biden said he would sign it into law. But every Republican voted against it &amp; it will die in the Senate due to unified GOP opposition.,reply,"Republicans have made no secret about their plans if they take over the House in 2023, and it won't be legislation. It will be revenge &amp; retribution 24/7. Democrats impeached Trump? Republicans will impeach Biden. What for? It doesn't matter. Anything will do. #VoteBlue2022",tweet,"It keeps happening. A Republican president tanks the economy. Voters elect a Democratic president to clean up the mess. And Republicans sit on the sidelines blaming Democrats for not cleaning up their mess fast enough. It happened with Clinton, Obama &amp; now Biden. #VoteBlueIn2022",tweet,"Maybe the spouse of someone who tried to overthrow the government and install Trump as POTUS shouldn’t sit on the Nation’s Highest Court? Or if he did, he shouldn’t be permitted to block an investigation into the effort to steal the election? #ImpeachClarenceThomas",retweet,"Follow &amp; support @TimRyan for US Senate in #Ohio. He is a great candidate who can pick up that seat for Democrats. He will support voting rights, gun reform, and he will fight for women. He will not choose the filibuster over President Biden’s agenda! #FreshWords #FreshVotesBlue",retweet,"George Santos: ""Look at Joe Biden. Joe Biden has been lying to the American People for 40 years... Democrats resoundingly support him. Do they have no shame?"" Replace Biden with Trump &amp; Democrats with Republicans, and that would be the truest statement Santos ever uttered.",tweet,The Republican Party as it is currently constituted - the Party of Trump - doesn't believe in free &amp; fair elections. They don't believe in democracy. So why would anyone voting in a democratic election vote for an anti-democracy Republican? It makes no sense. #VoteBlueIn2022,tweet,"69% of Republicans still believe Trump won the 2020 election &amp; that Biden is not the legitimately elected President. WITHOUT A SHRED OF EVIDENCE. More than 2 out of 3 Republicans are completely lost to facts, reason &amp; reality. #Sad #RIPGOP #VoteBlue2022 #VoteBlueToSaveAmerica",tweet,"Democrats continue to pass legislation that helps all Americans. Just think what we will do if we retain the house and add senators. The vindictive, fascist, and lying Republicans only want to keep Americans from realizing health and happiness. VOTE BLUE!",retweet,0,,,,,,,,,,
GfreemanHl3,"After terrorist assholes hit the World Trade Center, 2,606 people died. The country came together: Democrats AND Republicans. Now 57% of Republicans call 176,000 dead from COVID-19 ""acceptable losses?"" What happened to you, America?",retweet,"I’m the 1st Democrat to ever face Nancy Pelosi in a general election. I ran for Congress b/c she paved Trump’s path while mouthing resistance. She’s out raised us 15:1. Can you help level the field? Our avg donation is $21. Donate, RT, like, and reply!",retweet,@realDonaldTrump It was only after social media users kept retweeting videos of him shooting two protestors in the head that the police even cared about what happened. White militiamen and right-wing paramilitary agitators are murdering American citizens in cold blood. This is Trump’s America.,retweet,Trump’s proposal to permanently terminate the payroll tax could defund Social Security and eliminate benefits for senior citizens and people with disabilities in &lt;4 years. That’s not Bernie Sanders talking. That’s what the Social Security Administration recently reported to us.,retweet,As Hollywood millionaire$ shame voters for not supporting the corrupt politician who made Trump possible instead of pressuring Joe Biden &amp; democrats to offer voters ANYTHING to vote FOR-The DNC Just Voted Down Legalizing Pot &amp; Healthcare For Poor People.,retweet,"Hot take: Trump getting re-elected would NOT be better for the leftist movement, than Biden winning in November.",retweet,"LMAO. Joe Biden tells a Trump supporter standing on a truck, ”Don’t jump.”",retweet,"My response when they say, ""You do realize that it's harder to demand basic human rights under a fascist right?"" to get you to vote for Joe Biden: We were denied basic human rights under Bill Clinton, George W. Bush, Barack Obama. Thank you, next.",retweet,"More liberals unfollowing me. A lot of them have #Resist in their bios. Y’all can all unfollow me right now. I don’t need your desperate ignorance. If you’re one of those people who feel compelled to vote for Biden and also shame others who choose not to, fuck off.",tweet,"“Police are paid w/taxpayer $$$. If they are not answerable to us, we can demand new service &amp; that’s what this is. #AbolishThePolice in favor of that new service” A nuanced explanation of brand new paint on #BLMPlaza Night before #MarchOnWashington #MOW2020 #DCProtests",retweet,0,,,,,,,,,,
Sobyvee,"PJ O'Rourke once quipped that ""The Republicans are the party that says government doesn't work and then they get elected and prove it."" But conservative parties have unlikely allies in the project to discredit public service: neoliberal ""centrist"" parties, like . 1/",retweet,"I am not an American, but I lived in the U.S for almost 10 years. From my experience, I can say the mainstream higher education in the U.S is pro-imperialism, and normalizes bias and hatred against Asians/Asian-Americans and socialist Asian countries 🙏.",retweet,100% this! Where is the political will to actually take care of those being disabled by this virus @POTUS ? It's so frustrating that millions of people are just being left behind bc governments and medical boards are too afraid/incompetent to act!,retweet,The Netanyahu government’s assault on democracy has been met by little-to-no pushback by American Jewish organizations.,retweet,"Neofeud is anti-capitalist, anti-racist &amp; anti-imperialist cyberpunk. I'm a Native Hawaiian who made this game while working 40+ hrs in social services / teaching in ghettos, while homeless. Neofeud is my life, in art. Thread 1/?",retweet,Self dx/identification of autism It doesn’t matter what people on Twitter say. You can know you’re autistic without a doctor telling you. These people exist as tiny circles on social media. You don’t have to plant them in your brain.,retweet,"""Infection linked to nearly 43% increase in autoimmune disease risk..."" We've been on the receiving end of a massive gaslighting campaign to normalize mass reinfections of this dangerous virus. Take care of yourself, prevention trumps all else.",retweet,"Quick disambiguation: I generally stay away from personas, the focus is on understanding what the person is looking for. I use zones of trust, essentially start people in outer zones where I will only allow very sanitized information.",reply,"I don't know what's better, Queen Elizabeth dying or the taste of these white tears shed by triggered liberals as they watch their vaunted hero get trolled for the colonialist and imperialist she always was.",retweet,Takes a lot of chutzpah to undermine publicly funded care and then announce that private clinics owned or operated by your political donors and cronies are the solution to the #HealthCareCrisis. Privatization of healthcare in Canada is harmful to everyone. #onpoli #OntarioHealth,retweet,0,,,,,,,,,,
abby4thepeople,"5/8 As Eugene Debs so aptly noted, ""The Republican and Democratic parties, or to be more exact, the Republican-Democratic party, represent the capitalist class in the class struggle."" But we must remember that ""The most potent force in the working class is class consciousness.""",retweet,"At some point organized labor is going to need to discuss whether we're going to be a democratic, bottom up organization or if we're going to continue the facade while we have king makers and more appointed staff than elected. I don't expect likes but most of you know it's true.",retweet,"79 years ago today in Chicago: the US government took over retail giant Montgomery Ward &amp; physically ejected the company's millionaire chairman, Sewell Avery, after he defied an order from the National War Labor Board to recognize his workers' democratically elected union.",retweet,idk y'all I just have this weird feeling that the government that makes it its business to topple every socialist government they can get their hands on isn't going to let us vote a socialist into office,tweet,"I don't give a shit what ""union joe"" or any liberal says, ACAB always. The police are nothing but a hammer for capitalism. As NWA said, Fuck the Police!",retweet,BREAKING: The first Apple store in the United States has filed for a union election with the Communications Workers of America. The Atlanta store could be the first of Apple’s 272 brick-and-mortar stores to unionize.,retweet,"There are now 7 unionized Starbucks stores, including one in Seattle. The union just ran the table, winning 9 'yes' votes to zero 'no' votes. has won 7 of their first 8 union elections, with around 140 other election petitions in the hopper.",retweet,"except that the 4 million residents of these territories can't vote or have representation in government because the Supreme Court found that they ""belonged to the United States but were not a part of the United States""",reply,"This leads to adults that base all of their politics off of whether or not someone is pro-life, this is what we're up against",reply,I am literally begging the democrats to get their shit together before they get Trump reelected,tweet,0,,,,,,,,,,
